source,prepared_image,caption
training/Kuzuhamon miko vpet vb.png,datasets/vpet_lora/train/00331_Kuzuhamon miko vpet vb.png,"vpet_style, vpet_left_pose, digimon, kuzuhamon miko, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Kuzuhamon vpet vb.png,datasets/vpet_lora/train/00332_Kuzuhamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, kuzuhamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Kyokyomon vpet vb.png,datasets/vpet_lora/train/00333_Kyokyomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, kyokyomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Kyubimon vpet vb.png,datasets/vpet_lora/train/00334_Kyubimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, kyubimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Kyukimon vpet vb.png,datasets/vpet_lora/train/00335_Kyukimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, kyukimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lalamon vpet vb.png,datasets/vpet_lora/train/00336_Lalamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lalamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lamortmon vpet vb.png,datasets/vpet_lora/train/00337_Lamortmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lamortmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lavogaritamon vpet vb.png,datasets/vpet_lora/train/00338_Lavogaritamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lavogaritamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Leafmon vpet vb.png,datasets/vpet_lora/train/00339_Leafmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, leafmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lekismon vpet vb.png,datasets/vpet_lora/train/00340_Lekismon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lekismon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Leomon vpet vb.png,datasets/vpet_lora/train/00341_Leomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, leomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Liamon vpet vb.png,datasets/vpet_lora/train/00342_Liamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, liamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lighdramon vpet vb.png,datasets/vpet_lora/train/00343_Lighdramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lighdramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lilamon vpet vb.png,datasets/vpet_lora/train/00344_Lilamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lilamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lilimon vpet vb.png,datasets/vpet_lora/train/00345_Lilimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lilimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lilithmon vpet alysion.png,datasets/vpet_lora/train/00346_Lilithmon vpet alysion.png,"vpet_style, vpet_left_pose, digimon, lilithmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Liollmon vpet vb.png,datasets/vpet_lora/train/00347_Liollmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, liollmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Liskmon vpet alysion.png,datasets/vpet_lora/train/00348_Liskmon vpet alysion.png,"vpet_style, vpet_left_pose, digimon, liskmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Loaderleomon vpet vb.png,datasets/vpet_lora/train/00349_Loaderleomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, loaderleomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Locomon vpet vb.png,datasets/vpet_lora/train/00350_Locomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, locomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Loogamon vpet vb.png,datasets/vpet_lora/train/00351_Loogamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, loogamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Loogarmon vpet vb.png,datasets/vpet_lora/train/00352_Loogarmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, loogarmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lordknightmon vpet vb.png,datasets/vpet_lora/train/00353_Lordknightmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lordknightmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lotusmon vpet vb.png,datasets/vpet_lora/train/00354_Lotusmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lotusmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lowemon vpet vb.png,datasets/vpet_lora/train/00355_Lowemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lowemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lucemon falldown vpet vb.png,datasets/vpet_lora/train/00356_Lucemon falldown vpet vb.png,"vpet_style, vpet_left_pose, digimon, lucemon falldown, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Ludomon vpet vb.png,datasets/vpet_lora/train/00357_Ludomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, ludomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lunamon vpet vb.png,datasets/vpet_lora/train/00358_Lunamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lunamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Luxmon vpet vb.png,datasets/vpet_lora/train/00359_Luxmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, luxmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Lynxmon vpet vb.png,datasets/vpet_lora/train/00360_Lynxmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, lynxmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Machgaogamon vpet vb.png,datasets/vpet_lora/train/00361_Machgaogamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, machgaogamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Machmon vpet vb.png,datasets/vpet_lora/train/00362_Machmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, machmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Madleomon vpet vb.png,datasets/vpet_lora/train/00363_Madleomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, madleomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Magnagarurumon vpet vb.png,datasets/vpet_lora/train/00364_Magnagarurumon vpet vb.png,"vpet_style, vpet_left_pose, digimon, magnagarurumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Magnakidmon vpet vb.png,datasets/vpet_lora/train/00365_Magnakidmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, magnakidmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Magnamon vpet vb.png,datasets/vpet_lora/train/00366_Magnamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, magnamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Mailbirdramon vpet vb.png,datasets/vpet_lora/train/00367_Mailbirdramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, mailbirdramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Majiramon vpet vb.png,datasets/vpet_lora/train/00368_Majiramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, majiramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Makuramon vpet vb.png,datasets/vpet_lora/train/00369_Makuramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, makuramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Mamemon vpet vb.png,datasets/vpet_lora/train/00370_Mamemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, mamemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Mametyramon vpet vb.png,datasets/vpet_lora/train/00371_Mametyramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, mametyramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Mammon vpet vb.png,datasets/vpet_lora/train/00372_Mammon vpet vb.png,"vpet_style, vpet_left_pose, digimon, mammon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Manbomon vpet vb.png,datasets/vpet_lora/train/00373_Manbomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, manbomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Manticoremon vpet vb.png,datasets/vpet_lora/train/00374_Manticoremon vpet vb.png,"vpet_style, vpet_left_pose, digimon, manticoremon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Marinangemon vpet vb.png,datasets/vpet_lora/train/00375_Marinangemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, marinangemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Marinchimairamon vpet vb.png,datasets/vpet_lora/train/00376_Marinchimairamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, marinchimairamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Marindevimon vpet vb.png,datasets/vpet_lora/train/00377_Marindevimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, marindevimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Marsmon vpet vb.png,datasets/vpet_lora/train/00378_Marsmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, marsmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Mastertyranomon vpet vb.png,datasets/vpet_lora/train/00379_Mastertyranomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, mastertyranomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Matadrmon vpet vb.png,datasets/vpet_lora/train/00380_Matadrmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, matadrmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Medal vpet vb.png,datasets/vpet_lora/train/00381_Medal vpet vb.png,"vpet_style, vpet_left_pose, digimon, medal, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Medievaldukemon vpet vb.png,datasets/vpet_lora/train/00382_Medievaldukemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, medievaldukemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Megadramon vpet vb.png,datasets/vpet_lora/train/00383_Megadramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, megadramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Megalogrowmon orange vpet vb.png,datasets/vpet_lora/train/00384_Megalogrowmon orange vpet vb.png,"vpet_style, vpet_left_pose, digimon, megalogrowmon orange, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Megalogrowmon vpet vb.png,datasets/vpet_lora/train/00385_Megalogrowmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, megalogrowmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Megaseadramon vpet vb.png,datasets/vpet_lora/train/00386_Megaseadramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, megaseadramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Megidramon vpet vb.png,datasets/vpet_lora/train/00387_Megidramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, megidramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Mephismon vpet vb.png,datasets/vpet_lora/train/00388_Mephismon vpet vb.png,"vpet_style, vpet_left_pose, digimon, mephismon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
